Bib,Zip,Age,Age Group,Gender,First Half,Second Half,Finish,Positive Split,Percent Change
17764,43016,46,45-49,F,6991,8306,15297,1315,0.1880989844085252
23340,06840,64,60-64,F,7327,7970,15297,643,0.0877576088440016
24456,02916,43,40-44,M,6874,8423,15297,1549,0.2253418679080593
19763,06410,64,60-64,M,6881,8417,15298,1536,0.2232233686964104
12907,92841,58,55-59,M,6137,9161,15298,3024,0.4927489001140622
24000,02446,23,Under 35,F,7326,7974,15300,648,0.0884520884520884
21432,01887,47,45-49,F,6793,8507,15300,1714,0.2523185632268511
22967,30506,66,65-69,M,6516,8785,15301,2269,0.348219766728054
29345,02125,32,Under 35,M,6720,8581,15301,1861,0.2769345238095238
17329,54701,37,35-39,F,7356,7946,15302,590,0.0802066340402392
29418,02135,26,Under 35,F,7414,7890,15304,476,0.0642028594550849
23780,02128,59,55-59,F,7185,8120,15305,935,0.1301322199025748
21688,34787,55,55-59,F,7224,8081,15305,857,0.1186323366555924
21600,83713,50,50-54,F,7194,8111,15305,917,0.1274673338893522
23208,97202,71,70-74,M,7387,7919,15306,532,0.0720184107215378
24173,02482,46,45-49,M,7150,8156,15306,1006,0.1406993006993007
14385,03820,34,Under 35,F,7225,8081,15306,856,0.118477508650519
19556,07652,64,60-64,M,6615,8692,15307,2077,0.3139833711262282
19511,32765,48,45-49,F,7096,8212,15308,1116,0.157271702367531
21795,48152,50,50-54,F,7246,8062,15308,816,0.1126138559205078
25281,02130,33,Under 35,F,7033,8275,15308,1242,0.1765960472060287
22239,32708,57,55-59,F,7096,8212,15308,1116,0.157271702367531
21788,92833,67,65-69,M,7140,8170,15310,1030,0.1442577030812324
16428,80015,28,Under 35,F,6370,8940,15310,2570,0.4034536891679748
19613,28277,60,60-64,M,6629,8682,15311,2053,0.3096998038919897
21744,98020,55,55-59,F,6873,8439,15312,1566,0.2278481012658227
19018,55359,44,40-44,F,6994,8318,15312,1324,0.1893051186731484
18641,16803,60,60-64,M,6671,8643,15314,1972,0.2956078548943187
21214,07719,52,50-54,F,7163,8151,15314,988,0.1379310344827586
25583,01940,57,55-59,M,7021,8293,15314,1272,0.1811707733941034
23321,27606,64,60-64,F,7493,7822,15315,329,0.0439076471373281
28974,10034,43,40-44,M,6798,8517,15315,1719,0.2528684907325684
15807,30308,60,60-64,M,6741,8580,15321,1839,0.2728081886960392
22068,96913,58,55-59,F,7180,8141,15321,961,0.1338440111420613
9084,11967,48,45-49,M,5888,9433,15321,3545,0.6020720108695652
23395,32968,63,60-64,F,7253,8070,15323,817,0.1126430442575486
23147,17022,57,55-59,F,7126,8198,15324,1072,0.1504350266629245
20824,23055,57,55-59,F,7237,8088,15325,851,0.1175901616691999
17606,22204,58,55-59,M,6850,8475,15325,1625,0.2372262773722627
20466,13027,65,65-69,M,6570,8759,15329,2189,0.3331811263318112
26863,23356,43,40-44,M,6866,8463,15329,1597,0.2325953976114186
30323,33134,50,50-54,M,7071,8259,15330,1188,0.1680101824352991
29983,11209,52,50-54,M,7100,8231,15331,1131,0.1592957746478873
21028,91755,48,45-49,F,7441,7890,15331,449,0.0603413519688213
23009,97219,65,65-69,M,7160,8171,15331,1011,0.1412011173184357
28165,80206,31,Under 35,F,7298,8033,15331,735,0.1007125239791723
22502,19711,58,55-59,F,7135,8197,15332,1062,0.148843728100911
29483,02494,51,50-54,M,6911,8421,15332,1510,0.2184922587179858
17702,44107,38,35-39,F,6631,8701,15332,2070,0.312170110088976
21020,01060,54,50-54,F,6918,8415,15333,1497,0.2163920208152645
7968,77004,53,50-54,F,6904,8429,15333,1525,0.2208864426419467
13530,49267,51,50-54,M,6718,8616,15334,1898,0.2825245608812146
8163,02905,40,40-44,M,6876,8459,15335,1583,0.2302210587550901
24246,46544,27,Under 35,F,7313,8023,15336,710,0.0970873786407767
10528,19426,60,60-64,M,6743,8593,15336,1850,0.2743585940975827
24717,10006,42,40-44,M,7084,8253,15337,1169,0.1650197628458498
15727,48307,53,50-54,M,6639,8698,15337,2059,0.310137068835668
22337,90272,66,65-69,M,7131,8207,15338,1076,0.1508904781938017
28568,02122,31,Under 35,M,7112,8227,15339,1115,0.1567772778402699
22517,91748,57,55-59,F,7086,8254,15340,1168,0.1648320632232571
28773,02136,37,35-39,M,7178,8162,15340,984,0.1370855391473948
15915,54963,71,70-74,M,7272,8070,15342,798,0.1097359735973597
23246,22033,61,60-64,F,7251,8091,15342,840,0.1158460901944559
29849,02790,52,50-54,F,7274,8069,15343,795,0.1092933736596095
15858,22207,63,60-64,F,6955,8389,15344,1434,0.2061826024442846
24873,02116,24,Under 35,F,7321,8025,15346,704,0.0961617265400901
21483,77328,46,45-49,F,7157,8190,15347,1033,0.1443342182478692
14227,11040,55,55-59,M,7101,8246,15347,1145,0.1612448950851992
7994,77024,63,60-64,M,6932,8416,15348,1484,0.2140796306982112
28632,01867,53,50-54,M,6661,8687,15348,2026,0.3041585347545413
10978,14610,24,Under 35,F,6390,8958,15348,2568,0.4018779342723004
23242,34685,58,55-59,F,7180,8169,15349,989,0.1377437325905292
19391,01890,42,40-44,F,6564,8785,15349,2221,0.3383607556368068
20776,46032,61,60-64,M,6889,8460,15349,1571,0.2280447089563071
24747,10016,25,Under 35,F,7243,8107,15350,864,0.1192875880160154
16940,92833,57,55-59,F,7119,8231,15350,1112,0.1562017137238376
21459,60527,63,60-64,M,6772,8578,15350,1806,0.2666863555818074
7966,77007,36,35-39,F,6535,8815,15350,2280,0.3488905891354246
20812,45248,61,60-64,M,6496,8855,15351,2359,0.3631465517241379
18487,91362,44,40-44,F,6843,8509,15352,1666,0.2434604705538506
17070,90036,28,Under 35,F,6991,8361,15352,1370,0.1959662423115434
21845,95032,52,50-54,F,7100,8252,15352,1152,0.1622535211267605
21294,48060,45,45-49,F,7107,8245,15352,1138,0.1601238215843534
20721,48079,50,50-54,F,7108,8244,15352,1136,0.1598199212155318
25593,22201,30,Under 35,M,7016,8337,15353,1321,0.1882839224629418
19459,43040,41,40-44,F,7055,8298,15353,1243,0.1761871013465627
28298,02917,56,55-59,M,7043,8312,15355,1269,0.1801789010364901
29940,02122,41,40-44,F,7212,8146,15358,934,0.1295063782584581
15590,78701,40,40-44,M,6931,8427,15358,1496,0.215841869860049
7823,34145,58,55-59,F,6435,8924,15359,2489,0.3867909867909868
22764,34145,55,55-59,F,6434,8925,15359,2491,0.387161952129313
21351,01776,48,45-49,F,6917,8443,15360,1526,0.2206158739337863
23086,50607,55,55-59,F,6794,8568,15362,1774,0.2611127465410656
16666,48302,46,45-49,F,7266,8096,15362,830,0.1142306633636113
22351,11693,68,65-69,M,7487,7875,15362,388,0.05182316014425
25605,02134,29,Under 35,F,6900,8462,15362,1562,0.2263768115942029
22143,08005,50,50-54,F,7487,7875,15362,388,0.05182316014425
22942,11421,59,55-59,F,7488,7874,15362,386,0.0515491452991452
22626,21157,56,55-59,F,7207,8155,15362,948,0.131538781739975
30498,01550,32,Under 35,M,7451,7911,15362,460,0.0617366796403167
16609,91702,36,35-39,F,6718,8645,15363,1927,0.2868413218219708
23323,14609,60,60-64,F,7337,8026,15363,689,0.0939075916587161
22194,01876,53,50-54,F,7323,8041,15364,718,0.0980472483954663
24652,02127,26,Under 35,F,7115,8250,15365,1135,0.1595221363316936
19413,43551,42,40-44,F,6894,8471,15365,1577,0.2287496373658253
22056,76126,54,50-54,F,7056,8309,15365,1253,0.1775793650793651
24738,33140,47,45-49,F,7119,8248,15367,1129,0.1585896895631409
17550,13159,31,Under 35,F,7234,8134,15368,900,0.1244124965440973
23101,95630,55,55-59,F,7345,8023,15368,678,0.0923076923076923
17781,60022,60,60-64,M,6701,8668,15369,1967,0.2935382778689748
26701,60025,22,Under 35,M,6958,8412,15370,1454,0.2089680942799655
24982,03031,50,50-54,M,7242,8128,15370,886,0.1223418945042805
14630,19038,42,40-44,F,6553,8818,15371,2265,0.3456432168472455
24944,02141,27,Under 35,F,7289,8082,15371,793,0.1087940732610783
26744,02118,27,Under 35,M,6930,8442,15372,1512,0.2181818181818181
26931,75025,45,45-49,M,7385,7987,15372,602,0.0815165876777251
19417,84097,44,40-44,F,7318,8056,15374,738,0.1008472260180377
16084,45040,33,Under 35,F,6641,8734,15375,2093,0.3151633790091853
7105,11530,36,35-39,M,7115,8261,15376,1146,0.1610681658468025
9623,02370,48,45-49,M,5670,9707,15377,4037,0.7119929453262787
19714,43081,49,45-49,F,6855,8522,15377,1667,0.2431801604668125
20291,03060,50,50-54,F,7118,8259,15377,1141,0.1602978364709188
19810,80004,53,50-54,F,7190,8189,15379,999,0.13894297635605
21718,84651,67,65-69,M,6747,8632,15379,1885,0.279383429672447
16276,01945,64,60-64,F,7132,8247,15379,1115,0.1563376332024677
23244,03909,60,60-64,F,7460,7921,15381,461,0.0617962466487935
20193,14222,46,45-49,F,6751,8632,15383,1881,0.2786253888312842
25694,02186,21,Under 35,F,7137,8247,15384,1110,0.1555275325767129
1590,97209,26,Under 35,M,6299,9085,15384,2786,0.4422924273694237
17496,98632,57,55-59,M,6299,9086,15385,2787,0.442451182727417
28625,06365,24,Under 35,M,5941,9444,15385,3503,0.589631375189362
23348,32168,64,60-64,F,7234,8151,15385,917,0.126762510367708
29264,02459,20,Under 35,F,7543,7845,15388,302,0.0400371205090812
6931,93263,35,35-39,M,6111,9277,15388,3166,0.5180821469481264
12988,77030,56,55-59,M,5634,9754,15388,4120,0.7312744053958111
27530,10021,30,Under 35,F,7003,8386,15389,1383,0.1974867913751249
25117,02125,26,Under 35,F,7130,8260,15390,1130,0.1584852734922861
27636,01721,49,45-49,F,6918,8473,15391,1555,0.224775946805435
24103,02144,29,Under 35,F,7136,8255,15391,1119,0.1568105381165919
26504,02143,30,Under 35,F,7436,7955,15391,519,0.0697955890263582
22868,60189,69,65-69,F,7596,7797,15393,201,0.0264612954186413
18828,68136,44,40-44,F,6913,8482,15395,1569,0.2269636915955446
30585,94024,48,45-49,M,6685,8710,15395,2025,0.3029169783096485
30471,92119,35,35-39,F,7193,8202,15395,1009,0.1402752676212985
17774,48170,59,55-59,M,6878,8517,15395,1639,0.2382960162838034
24193,02874,26,Under 35,F,7214,8182,15396,968,0.1341835320210701
21449,43606,49,45-49,F,7487,7910,15397,423,0.0564979297448911
22987,07076,65,65-69,M,7346,8052,15398,706,0.0961067247481622
24730,02109,24,Under 35,F,7114,8284,15398,1170,0.1644644363227438
29088,92054,30,Under 35,F,7173,8225,15398,1052,0.1466610901993587
15740,73034,71,70-74,M,7420,7980,15400,560,0.0754716981132075
20944,08873,60,60-64,M,6853,8549,15402,1696,0.2474828542244272
26641,77069,38,35-39,M,7106,8297,15403,1191,0.167604840979454
24319,54650,31,Under 35,F,7100,8304,15404,1204,0.1695774647887324
27281,02155,42,40-44,M,6790,8614,15404,1824,0.2686303387334315
22204,41042,56,55-59,F,7126,8279,15405,1153,0.1618018523715969
15073,90045,28,Under 35,F,6554,8852,15406,2298,0.3506255721696674
21457,15143,47,45-49,F,7138,8268,15406,1130,0.1583076492014569
15420,93311,47,45-49,F,7561,7848,15409,287,0.0379579420711546
25655,02129,25,Under 35,F,6977,8432,15409,1455,0.2085423534470402
21534,01230,61,60-64,M,6546,8863,15409,2317,0.3539566147265505
21893,73801,51,50-54,F,6973,8437,15410,1464,0.2099526746020364
18768,91604,44,40-44,F,7444,7966,15410,522,0.0701235894680279
23562,82717,60,60-64,F,7627,7784,15411,157,0.0205847646518945
26650,02134,52,50-54,M,7043,8370,15413,1327,0.18841402811302
17443,30033,58,55-59,M,6928,8487,15415,1559,0.2250288683602771
24833,02186,34,Under 35,F,7536,7879,15415,343,0.0455148619957537
7980,60491,61,60-64,F,6820,8595,15415,1775,0.2602639296187683
25152,33446,22,Under 35,F,7294,8122,15416,828,0.1135179599670962
20241,60068,53,50-54,F,6704,8713,15417,2009,0.2996718377088305
20804,48367,61,60-64,M,6816,8602,15418,1786,0.2620305164319249
22612,14580,55,55-59,F,6628,8790,15418,2162,0.3261919130959565
23442,95973,62,60-64,F,7383,8036,15419,653,0.0884464309901124
22252,91364,53,50-54,F,7394,8027,15421,633,0.0856099540167703
13691,32210,52,50-54,M,6882,8540,15422,1658,0.2409183376925312
22747,78231,69,65-69,M,7302,8120,15422,818,0.1120241029854834
21322,78746,61,60-64,M,6820,8603,15423,1783,0.2614369501466275
24809,02043,30,Under 35,F,7113,8312,15425,1199,0.1685646000281175
11114,19406,31,Under 35,F,7015,8410,15425,1395,0.1988595866001425
20801,30002,51,50-54,F,7064,8362,15426,1298,0.1837485843714609
25885,02210,35,35-39,M,7205,8221,15426,1016,0.1410131852879944
23025,24201,56,55-59,F,7631,7795,15426,164,0.0214912855458
27571,02111,44,40-44,M,7566,7861,15427,295,0.0389902194025905
27834,02139,25,Under 35,F,7638,7790,15428,152,0.0199004975124378
21477,28803,61,60-64,M,7179,8249,15428,1070,0.1490458281097645
28521,02176,32,Under 35,M,6724,8705,15429,1981,0.2946162998215348
22179,94024,50,50-54,F,7318,8111,15429,793,0.1083629406941787
14494,78257,42,40-44,F,6785,8646,15431,1861,0.2742815033161385
17926,78258,45,45-49,F,6785,8646,15431,1861,0.2742815033161385
25983,02141,41,40-44,M,6775,8656,15431,1881,0.2776383763837638
26749,33130,26,Under 35,M,6892,8540,15432,1648,0.2391178177597214
15862,68505,65,65-69,M,7233,8200,15433,967,0.133692796903083
22170,98053,52,50-54,F,7122,8312,15434,1190,0.167087896658242
20055,11218,45,45-49,F,6628,8806,15434,2178,0.3286059143029571
19177,08108,60,60-64,M,6626,8808,15434,2182,0.329308783579837
22381,58504,69,65-69,M,7030,8404,15434,1374,0.1954480796586059
23006,59901,68,65-69,M,7111,8324,15435,1213,0.1705807903248488
22679,60625,62,60-64,F,6720,8717,15437,1997,0.297172619047619
7975,32789,62,60-64,M,6707,8730,15437,2023,0.301625167735202
30179,02163,26,Under 35,F,7336,8102,15438,766,0.1044165757906216
28614,14886,54,50-54,M,6924,8516,15440,1592,0.2299248989023685
25964,02482,30,Under 35,F,7193,8248,15441,1055,0.1466703739746976
27793,60655,53,50-54,M,7525,7916,15441,391,0.0519601328903654
20839,90065,52,50-54,F,7417,8024,15441,607,0.0818390184710799
25420,02127,27,Under 35,F,7461,7981,15442,520,0.0696957512397802
22972,49042,63,60-64,F,7238,8204,15442,966,0.1334622823984526
22500,63301,67,65-69,M,7095,8348,15443,1253,0.1766032417195208
27576,02169,36,35-39,M,7147,8298,15445,1151,0.1610465929760738
20537,37027,61,60-64,M,6859,8586,15445,1727,0.2517859746318705
22770,80906,59,55-59,F,7190,8256,15446,1066,0.1482614742698192
21818,55068,66,65-69,M,6964,8483,15447,1519,0.2181217690982194
15624,38117,39,35-39,F,7680,7769,15449,89,0.0115885416666666
27076,10580,40,40-44,M,7106,8343,15449,1237,0.1740782437376864
22742,96815,68,65-69,M,7391,8059,15450,668,0.0903801921255581
21108,03110,50,50-54,F,6851,8600,15451,1749,0.2552911983652021
22937,27705,68,65-69,M,7148,8303,15451,1155,0.1615836597649692
17223,80939,38,35-39,F,7265,8188,15453,923,0.1270474879559532
21877,53531,70,70-74,M,7328,8125,15453,797,0.1087609170305676
15708,01106,67,65-69,M,6704,8750,15454,2046,0.3051909307875895
22058,15237,58,55-59,F,6876,8580,15456,1704,0.2478184991273996
10076,66206,46,45-49,M,5596,9860,15456,4264,0.7619728377412437
14559,06037,58,55-59,M,6832,8625,15457,1793,0.2624414519906323
22019,76065,53,50-54,F,6797,8660,15457,1863,0.274091510960718
23414,28443,64,60-64,F,7364,8093,15457,729,0.0989951113525258
14770,12449,61,60-64,F,6749,8709,15458,1960,0.2904133945769743
18026,02632,56,55-59,M,7049,8409,15458,1360,0.1929351681089516
16028,85750,33,Under 35,F,7367,8091,15458,724,0.0982760961042486
22918,35242,59,55-59,F,7229,8230,15459,1001,0.1384700511827362
19746,08054,47,45-49,F,6870,8589,15459,1719,0.2502183406113537
25616,01890,20,Under 35,M,7160,8303,15463,1143,0.1596368715083798
27220,37040,38,35-39,M,6422,9041,15463,2619,0.4078168794767985
25013,01778,42,40-44,F,6661,8802,15463,2141,0.321423209728269
12623,02144,25,Under 35,F,6090,9375,15465,3285,0.5394088669950738
16369,84041,55,55-59,M,6748,8718,15466,1970,0.2919383521043272
25789,02139,43,40-44,M,7182,8285,15467,1103,0.1535783904204956
28555,10028,48,45-49,F,7579,7888,15467,309,0.0407705502045124
20414,80126,54,50-54,F,6679,8790,15469,2111,0.3160652792334181
15009,90004,35,35-39,F,6387,9082,15469,2695,0.4219508376389541
9491,94597,32,Under 35,F,6121,9349,15470,3228,0.5273648096716222
21758,95864,53,50-54,F,7011,8461,15472,1450,0.2068178576522607
18278,01775,68,65-69,M,6921,8552,15473,1631,0.2356595867649183
30411,01543,54,50-54,M,7201,8273,15474,1072,0.1488682127482294
24235,10011,28,Under 35,M,7153,8322,15475,1169,0.1634279323360827
20030,03857,54,50-54,F,7410,8065,15475,655,0.0883940620782726
22578,20871,56,55-59,F,7970,7505,15475,-465,-0.0583437892095357
24928,01887,40,40-44,M,6386,9090,15476,2704,0.4234262449107422
14178,56723,55,55-59,M,6715,8763,15478,2048,0.3049888309754281
25870,01742,37,35-39,F,7441,8038,15479,597,0.0802311517269184
27629,49028,39,35-39,M,7094,8385,15479,1291,0.1819847758669298
18655,02760,43,40-44,F,7065,8416,15481,1351,0.1912243453644727
22087,95746,50,50-54,F,7041,8441,15482,1400,0.1988353926999005
30016,06426,23,Under 35,M,7162,8320,15482,1158,0.1616866796984082
22295,68854,62,60-64,F,6842,8641,15483,1799,0.2629348143817597
25354,27607,29,Under 35,M,6997,8486,15483,1489,0.2128054880663141
21499,19034,59,55-59,F,6667,8819,15486,2152,0.3227838608069596
21087,10543,47,45-49,F,7111,8377,15488,1266,0.1780340317817466
11221,91343,53,50-54,M,6514,8974,15488,2460,0.3776481424623887
29444,02466,45,45-49,F,7276,8212,15488,936,0.1286421110500274
21156,93291,60,60-64,M,6914,8574,15488,1660,0.2400925658085045
15735,80487,66,65-69,F,7566,7925,15491,359,0.0474491144594237
30225,02186,23,Under 35,M,6400,9091,15491,2691,0.42046875
19048,53562,63,60-64,M,6877,8616,15493,1739,0.2528718918132907
22740,07090,62,60-64,F,7389,8104,15493,715,0.0967654621735011
18629,44217,40,40-44,F,6976,8519,15495,1543,0.2211869266055046
20195,47203,48,45-49,F,7250,8245,15495,995,0.1372413793103448
25202,02210,31,Under 35,F,6986,8511,15497,1525,0.2182937303177784
26406,02127,24,Under 35,F,7440,8057,15497,617,0.0829301075268817
13034,91326,50,50-54,M,6752,8745,15497,1993,0.2951718009478673
7697,03060,26,Under 35,M,6702,8796,15498,2094,0.3124440465532677
7244,29492,43,40-44,M,6711,8787,15498,2076,0.3093428699150648
18563,12159,45,45-49,F,7019,8481,15500,1462,0.2082917794557629
4262,12159,41,40-44,M,7019,8481,15500,1462,0.2082917794557629
24995,01778,43,40-44,M,6818,8683,15501,1865,0.2735406277500733
16956,91107,55,55-59,M,6490,9011,15501,2521,0.3884437596302003
20450,80237,54,50-54,F,7193,8309,15502,1116,0.1551508410955095
20463,53095,61,60-64,M,6996,8507,15503,1511,0.2159805603201829
23462,01876,63,60-64,F,7448,8055,15503,607,0.0814983888292159
27337,55347,45,45-49,F,7201,8305,15506,1104,0.1533120399944452
11472,60175,49,45-49,M,6277,9229,15506,2952,0.4702883543093835
24989,03053,38,35-39,M,7238,8270,15508,1032,0.1425808234318872
28662,02122,48,45-49,M,7298,8210,15508,912,0.1249657440394628
28437,02466,40,40-44,M,7088,8420,15508,1332,0.1879232505643341
19284,75225,64,60-64,F,6927,8581,15508,1654,0.2387758048217121
25543,02116,24,Under 35,F,7211,8297,15508,1086,0.1506032450422965
20857,95014,55,55-59,F,7054,8455,15509,1401,0.1986107173235043
23253,92833,71,70-74,M,7483,8026,15509,543,0.0725644794868368
22638,07024,64,60-64,F,7020,8490,15510,1470,0.2094017094017094
13049,07024,60,60-64,M,6548,8962,15510,2414,0.368662186927306
26674,03826,23,Under 35,M,7256,8256,15512,1000,0.1378169790518192
24145,02108,30,Under 35,F,7448,8065,15513,617,0.0828410311493018
25688,02127,27,Under 35,M,6946,8568,15514,1622,0.2335156924848833
19916,78641,46,45-49,F,6901,8614,15515,1713,0.2482248949427619
23171,48236,66,65-69,F,7430,8085,15515,655,0.0881561238223418
14964,43614,55,55-59,M,6952,8563,15515,1611,0.2317318757192175
18901,98844,49,45-49,F,6980,8536,15516,1556,0.2229226361031518
25090,01106,36,35-39,F,7040,8476,15516,1436,0.2039772727272727
12927,60515,50,50-54,M,6846,8670,15516,1824,0.2664329535495179
19050,60614,40,40-44,F,6987,8529,15516,1542,0.2206955775010734
11381,19958,54,50-54,M,5778,9739,15517,3961,0.6855313257182416
22539,60616,55,55-59,F,7176,8343,15519,1167,0.1626254180602006
25592,07733,30,Under 35,F,7447,8073,15520,626,0.0840606955821136
17164,60025,51,50-54,F,6866,8654,15520,1788,0.2604136323914943
19096,43202,50,50-54,F,7222,8298,15520,1076,0.1489891996676821
20984,77018,47,45-49,F,7039,8483,15522,1444,0.2051427759624946
26187,28277,36,35-39,M,7084,8438,15522,1354,0.1911349520045172
20963,23452,60,60-64,M,6795,8727,15522,1932,0.284326710816777
20550,55417,64,60-64,M,7047,8476,15523,1429,0.2027813253866893
23214,60012,68,65-69,F,7135,8389,15524,1254,0.1757533286615276
17780,90245,59,55-59,M,6830,8695,15525,1865,0.2730600292825769
20212,80302,59,55-59,F,7214,8312,15526,1098,0.1522040476850568
19209,17545,68,65-69,M,6828,8698,15526,1870,0.2738722905682484
26226,03079,40,40-44,M,6996,8530,15526,1534,0.2192681532304173
18947,13037,40,40-44,F,7549,7977,15526,428,0.0566962511590939
20864,17602,61,60-64,M,6829,8698,15527,1869,0.2736857519402548
23469,02673,61,60-64,F,7369,8160,15529,791,0.1073415660198127
17404,75149,57,55-59,M,6284,9245,15529,2961,0.4711966900063654
22403,05602,67,65-69,M,6983,8547,15530,1564,0.2239725046541601
26463,02152,46,45-49,M,6414,9116,15530,2702,0.4212659806672903
26474,97306,19,Under 35,M,6483,9047,15530,2564,0.3954959123862409
28308,02145,29,Under 35,F,7285,8248,15533,963,0.1321894303363074
22015,77082,52,50-54,F,6888,8645,15533,1757,0.2550813008130081
26208,03885,25,Under 35,M,7732,7803,15535,71,0.0091826176927056
18452,54130,43,40-44,F,7130,8405,15535,1275,0.1788218793828892
19882,94116,62,60-64,M,7173,8363,15536,1190,0.1658999024118221
15831,37069,45,45-49,F,7164,8372,15536,1208,0.1686208821887213
23454,91105,61,60-64,F,7038,8498,15536,1460,0.2074452969593634
21216,38120,46,45-49,F,6873,8664,15537,1791,0.2605848974247053
18334,98382,60,60-64,M,7005,8534,15539,1529,0.2182726623840114
20597,18902,66,65-69,M,7306,8233,15539,927,0.1268820147823706
21288,29063,48,45-49,F,7309,8230,15539,921,0.1260090299630592
17934,28739,62,60-64,M,6720,8822,15542,2102,0.312797619047619
20371,56273,63,60-64,M,7205,8337,15542,1132,0.1571131158917418
17624,77494,58,55-59,M,6853,8689,15542,1836,0.2679118634174814
25761,02143,25,Under 35,M,7009,8533,15542,1524,0.2174347267798544
18075,21037,55,55-59,M,6853,8689,15542,1836,0.2679118634174814
14331,98004,39,35-39,F,6442,9103,15545,2661,0.4130704750077615
18535,22102,58,55-59,M,6189,9356,15545,3167,0.5117143318791404
16873,55331,60,60-64,M,7037,8509,15546,1472,0.2091800483160437
25219,02127,33,Under 35,F,7026,8520,15546,1494,0.2126387702818104
22876,19130,64,60-64,F,7505,8041,15546,536,0.0714190539640239
24338,02446,25,Under 35,F,7209,8337,15546,1128,0.1564710778193924
23005,94553,66,65-69,M,7059,8488,15547,1429,0.2024366057515229
26101,01701,41,40-44,M,6752,8795,15547,2043,0.3025770142180095
24320,02114,24,Under 35,F,7365,8184,15549,819,0.1112016293279022
24673,02379,25,Under 35,F,7462,8087,15549,625,0.0837577057089252
24413,02127,26,Under 35,F,7247,8303,15550,1056,0.1457154684697116
23468,12184,70,70-74,M,7626,7924,15550,298,0.039076842381327
28952,02718,39,35-39,M,7135,8416,15551,1281,0.1795374912403644
29137,02718,38,35-39,F,7135,8417,15552,1282,0.1796776454099509
25442,02186,37,35-39,M,7039,8514,15553,1475,0.2095468106265094
30262,10075,43,40-44,M,6911,8647,15558,1736,0.2511937490956446
29683,02127,40,40-44,M,7076,8482,15558,1406,0.1986998304126625
21268,10461,61,60-64,M,6803,8756,15559,1953,0.2870792297515802
29525,02115,24,Under 35,M,6988,8572,15560,1584,0.2266742987979393
16441,77035,56,55-59,M,7397,8164,15561,767,0.1036906854130052
15733,29631,65,65-69,M,7044,8518,15562,1474,0.2092561044860874
19040,84604,50,50-54,F,7109,8453,15562,1344,0.1890561260374173
27003,19701,34,Under 35,F,7099,8464,15563,1365,0.1922806029018171
30596,63005,43,40-44,M,7747,7817,15564,70,0.0090357557764295
11301,02109,32,Under 35,F,6972,8592,15564,1620,0.2323580034423407
22895,11766,59,55-59,F,6972,8592,15564,1620,0.2323580034423407
19403,13413,46,45-49,F,6867,8697,15564,1830,0.2664919178680646
27588,34119,32,Under 35,F,7862,7703,15565,-159,-0.0202238616128211
23443,87410,62,60-64,F,7362,8203,15565,841,0.1142352621570225
27521,03070,54,50-54,M,6864,8702,15566,1838,0.2677738927738928
27327,03051,21,Under 35,M,6864,8702,15566,1838,0.2677738927738928
26664,30342,35,35-39,M,6453,9113,15566,2660,0.4122113745544707
22884,48104,60,60-64,F,7204,8363,15567,1159,0.1608828428650749
23626,80304,66,65-69,F,7691,7876,15567,185,0.0240540891951631
12026,46055,53,50-54,M,6865,8702,15567,1837,0.2675892206846322
30024,85209,40,40-44,M,6705,8864,15569,2159,0.3219985085756898
27046,92130,64,60-64,M,7393,8177,15570,784,0.1060462599756526
26775,02474,32,Under 35,M,6961,8610,15571,1649,0.2368912512570033
29642,02360,38,35-39,M,7302,8270,15572,968,0.1325664201588605
29532,02122,31,Under 35,M,7091,8484,15575,1393,0.1964461994076999
27989,06410,56,55-59,M,7322,8254,15576,932,0.1272876263316034
23692,99006,65,65-69,F,7511,8066,15577,555,0.0738916256157635
27847,22204,35,35-39,F,7556,8021,15577,465,0.0615404976177871
3142,02563,28,Under 35,M,5043,10535,15578,5492,1.0890343049771962
27700,02382,50,50-54,M,7495,8083,15578,588,0.0784523015343562
24194,02026,49,45-49,F,7355,8224,15579,869,0.1181509177430319
23609,92649,65,65-69,F,7576,8004,15580,428,0.05649419218585
19981,34786,46,45-49,F,7031,8551,15582,1520,0.2161854643720665
24365,02492,35,35-39,M,7229,8353,15582,1124,0.1554848526767187
24127,06092,34,Under 35,F,7250,8332,15582,1082,0.1492413793103448
27031,01570,32,Under 35,F,7197,8386,15583,1189,0.165207725441156
25560,20001,27,Under 35,F,7154,8429,15583,1275,0.1782219737209952
22338,11791,55,55-59,F,7349,8234,15583,885,0.1204245475574908
22421,80207,56,55-59,F,7030,8553,15583,1523,0.2166429587482219
15887,92111,54,50-54,F,7011,8575,15586,1564,0.2230780202538867
30496,02135,25,Under 35,M,7361,8226,15587,865,0.1175112077163429
22023,23456,58,55-59,F,7222,8366,15588,1144,0.1584048739961229
17287,90303,56,55-59,M,6918,8670,15588,1752,0.2532523850823938
21179,10069,60,60-64,M,7154,8435,15589,1281,0.1790606653620352
29914,07446,31,Under 35,F,7840,7750,15590,-90,-0.0114795918367346
19768,80701,63,60-64,M,6894,8696,15590,1802,0.261386713083841
20623,54751,46,45-49,F,7381,8210,15591,829,0.1123154044167457
21816,28443,64,60-64,M,7125,8466,15591,1341,0.1882105263157894
21489,78253,61,60-64,M,6952,8639,15591,1687,0.2426639815880322
20455,30101,48,45-49,F,6952,8639,15591,1687,0.2426639815880322
